"A" "B" "g" "k"
"1" 3 1 2 0.5
"2" 3.13729513220742 1.40039296724685 2.13671092936286 0.420825413775411
"3" 3.13729513220742 1.40039296724685 2.13671092936286 0.420825413775411
"4" 3.13729513220742 1.40039296724685 2.13671092936286 0.420825413775411
"5" 3.13729513220742 1.40039296724685 2.13671092936286 0.420825413775411
"6" 3.13729513220742 1.40039296724685 2.13671092936286 0.420825413775411
"7" 2.84090817099923 1.45254491259269 2.21587271931103 0.419473852778685
"8" 2.84090817099923 1.45254491259269 2.21587271931103 0.419473852778685
"9" 2.84090817099923 1.45254491259269 2.21587271931103 0.419473852778685
"10" 2.84090817099923 1.45254491259269 2.21587271931103 0.419473852778685
"11" 2.84090817099923 1.45254491259269 2.21587271931103 0.419473852778685
"12" 2.84090817099923 1.45254491259269 2.21587271931103 0.419473852778685
"13" 2.84090817099923 1.45254491259269 2.21587271931103 0.419473852778685
"14" 2.84090817099923 1.45254491259269 2.21587271931103 0.419473852778685
"15" 2.84090817099923 1.45254491259269 2.21587271931103 0.419473852778685
"16" 3.00507594493455 1.08674605577661 1.77270217481208 0.455900122828988
"17" 3.00507594493455 1.08674605577661 1.77270217481208 0.455900122828988
"18" 3.00507594493455 1.08674605577661 1.77270217481208 0.455900122828988
"19" 3.00507594493455 1.08674605577661 1.77270217481208 0.455900122828988
"20" 3.00507594493455 1.08674605577661 1.77270217481208 0.455900122828988
"21" 3.00507594493455 1.08674605577661 1.77270217481208 0.455900122828988
"22" 3.00507594493455 1.08674605577661 1.77270217481208 0.455900122828988
"23" 3.00507594493455 1.08674605577661 1.77270217481208 0.455900122828988
"24" 3.00507594493455 1.08674605577661 1.77270217481208 0.455900122828988
"25" 3.00507594493455 1.08674605577661 1.77270217481208 0.455900122828988
"26" 3.00507594493455 1.08674605577661 1.77270217481208 0.455900122828988
"27" 3.00507594493455 1.08674605577661 1.77270217481208 0.455900122828988
"28" 3.00507594493455 1.08674605577661 1.77270217481208 0.455900122828988
"29" 3.00507594493455 1.08674605577661 1.77270217481208 0.455900122828988
"30" 3.00507594493455 1.08674605577661 1.77270217481208 0.455900122828988
"31" 3.00507594493455 1.08674605577661 1.77270217481208 0.455900122828988
"32" 3.00507594493455 1.08674605577661 1.77270217481208 0.455900122828988
"33" 3.00507594493455 1.08674605577661 1.77270217481208 0.455900122828988
"34" 3.00507594493455 1.08674605577661 1.77270217481208 0.455900122828988
"35" 3.00015160581249 1.15987596254495 1.86204647037764 0.400053222686627
